time (min),induction layer,Strain 6059,Strain 6325,Strain 6326,Strain 6327
34.0,611.523645145,17390.1689943,1735.31021795,14185.7108856,2716.32693784
34.25,615.630001211,17386.1376888,1735.33104342,14185.7087984,2716.32695853
34.5,619.730998673,17382.070851,1735.3522444,14185.7066576,2716.32697993
34.75,623.826644523,17377.9685598,1735.37382452,14185.7044621,2716.32700205
35.0,627.916945747,17373.8308955,1735.39578742,14185.7022109,2716.32702492
35.25,632.001909321,17369.6579398,1735.41813676,14185.6999032,2716.32704855
35.5,636.081542209,17365.4497759,1735.44087619,14185.697538,2716.32707295
35.75,640.155851369,17361.2064885,1735.46400935,14185.6951142,2716.32709814
36.0,644.224843746,17356.9281634,1735.48753992,14185.6926309,2716.32712413
36.25,648.28852628,17352.6148877,1735.51147154,14185.6900871,2716.32715095
36.5,652.346905897,17348.2667498,1735.53580789,14185.6874819,2716.32717862
36.75,656.399989518,17343.8838392,1735.56055262,14185.6848141,2716.32720715
37.0,660.44778405,17339.4662467,1735.58570942,14185.6820828,2716.32723656
37.25,664.490296394,17335.0140638,1735.61128194,14185.679287,2716.32726687
37.5,668.52753344,17330.5273832,1735.6372737,14185.6764254,2716.32729809
37.75,672.559502071,17326.006309,1735.66368814,14185.6734971,2716.32733026
38.0,676.586209156,17321.4509521,1735.69052886,14185.6705009,2716.32736339
38.25,680.607661559,17316.8614126,1735.71779946,14185.6674359,2716.32739749
38.5,684.623866133,17312.2377916,1735.74550356,14185.6643008,2716.32743259
38.75,688.63482972,17307.5801911,1735.77364475,14185.6610947,2716.32746872
39.0,692.640559155,17302.8887144,1735.80222662,14185.6578165,2716.32750588
39.25,696.641061263,17298.1634658,1735.83125277,14185.6544649,2716.3275441
39.5,700.636342859,17293.4045505,1735.86072679,14185.6510389,2716.3275834
39.75,704.626410749,17288.6120747,1735.89065226,14185.6475374,2716.3276238
40.0,708.611271729,17283.7861453,1735.92103276,14185.6439593,2716.32766533
40.25,712.590932586,17278.9268704,1735.95187187,14185.6403033,2716.327708
40.5,716.565400097,17274.0343587,1735.98317316,14185.6365683,2716.32775184
40.75,720.534681032,17269.1087196,1736.01494019,14185.6327532,2716.32779686
41.0,724.498782148,17264.1500634,1736.04717654,14185.6288568,2716.3278431
41.25,728.457710196,17259.1585012,1736.07988575,14185.6248778,2716.3278906
41.5,732.411471914,17254.1341444,1736.11307137,14185.6208152,2716.3279394
41.75,736.360074034,17249.0771052,1736.14673696,14185.6166677,2716.32798953
42.0,740.303523277,17243.9874966,1736.18088605,14185.612434,2716.32804102
42.25,744.241826355,17238.8654317,1736.21552218,14185.6081131,2716.3280939
42.5,748.174989969,17233.7110244,1736.25064888,14185.6037036,2716.3281482
42.75,752.103020813,17228.5243889,1736.28626967,14185.5992043,2716.32820394
43.0,756.02592557,17223.3056427,1736.32238807,14185.594614,2716.32826115
43.25,759.943710914,17218.0549207,1736.35900759,14185.5899316,2716.32831988
43.5,763.856383511,17212.7723457,1736.39613172,14185.5851556,2716.32838014
43.75,767.763950015,17207.458038,1736.43376397,14185.5802849,2716.32844198
44.0,771.666417072,17202.1121186,1736.47190782,14185.5753182,2716.32850541
44.25,775.563791342,17196.7347089,1736.51056676,14185.5702543,2716.32857048
44.5,779.456079613,17191.325931,1736.54974426,14185.5650917,2716.32863722
44.75,783.34328855,17185.8859072,1736.58944382,14185.5598293,2716.32870566
45.0,787.225424781,17180.4147605,1736.62966932,14185.5544657,2716.32877583
45.25,791.102494925,17174.9126142,1736.67042444,14185.5489997,2716.32884778
45.5,794.974505593,17169.3795922,1736.7117127,14185.5434298,2716.32892152
45.75,798.841463387,17163.8158184,1736.75353764,14185.5377548,2716.3289971
46.0,802.7033749,17158.2214173,1736.79590277,14185.5319734,2716.32907456
46.25,806.560246717,17152.5965137,1736.83881162,14185.5260842,2716.32915392
46.5,810.412085414,17146.9412325,1736.8822677,14185.5200858,2716.32923523
46.75,814.258897559,17141.255699,1736.92627454,14185.5139768,2716.32931852
47.0,818.10068971,17135.5400386,1736.97083563,14185.507756,2716.32940382
47.25,821.937468419,17129.7943769,1737.01595449,14185.501422,2716.32949117
47.5,825.769240226,17124.0188397,1737.06163463,14185.4949733,2716.32958061
47.75,829.596011667,17118.2135528,1737.10787953,14185.4884086,2716.32967216
48.0,833.417789264,17112.3786422,1737.15469272,14185.4817264,2716.32976587
48.25,837.234579535,17106.5142339,1737.20207766,14185.4749254,2716.32986178
48.5,841.046388988,17100.6204659,1737.25003786,14185.4680041,2716.32995992
48.75,844.853224121,17094.6974768,1737.29857681,14185.4609612,2716.33006032
49.0,848.655091427,17088.7453966,1737.34769798,14185.4537951,2716.33016304
49.25,852.451997386,17082.7643555,1737.39740485,14185.4465045,2716.3302681
49.5,856.243948473,17076.7544838,1737.44770091,14185.4390879,2716.33037555
49.75,860.030951154,17070.715912,1737.49858962,14185.4315438,2716.33048542
50.0,863.813011886,17064.6487708,1737.55007445,14185.4238709,2716.33059775
50.25,867.590137117,17058.553191,1737.60215886,14185.4160675,2716.33071259
50.5,871.362333287,17052.4293034,1737.65484632,14185.4081323,2716.33082998
50.75,875.129606829,17046.277239,1737.70814028,14185.4000638,2716.33094995
51.0,878.891964166,17040.0971288,1737.76204419,14185.3918604,2716.33107254
51.25,882.649411713,17033.8891039,1737.8165615,14185.3835207,2716.33119781
51.5,886.401955877,17027.6532952,1737.87169565,14185.3750432,2716.33132578
51.75,890.149603056,17021.389834,1737.92745009,14185.3664265,2716.3314565
52.0,893.892359641,17015.098851,1737.98382824,14185.357669,2716.33159001
52.25,897.630232012,17008.7804774,1738.04083338,14185.3487691,2716.33172635
52.5,901.363226544,17002.4348438,1738.0984683,14185.3397255,2716.33186557
52.75,905.091349602,16996.0620812,1738.15673628,14185.3305365,2716.33200771
53.0,908.814607542,16989.6623201,1738.21564064,14185.3212005,2716.33215281
53.25,912.533006713,16983.235691,1738.27518465,14185.3117161,2716.33230091
53.5,916.246553455,16976.7823242,1738.33537162,14185.3020817,2716.33245207
53.75,919.955254101,16970.302353,1738.39620482,14185.2922958,2716.33260631
54.0,923.659114975,16963.7959211,1738.45768752,14185.2823566,2716.33276369
54.25,927.358142391,16957.2631627,1738.51982295,14185.2722628,2716.33292426
54.5,931.052342657,16950.7042105,1738.58261438,14185.2620127,2716.33308804
54.75,934.741722073,16944.1191971,1738.64606503,14185.2516046,2716.3332551
55.0,938.426286929,16937.508255,1738.71017812,14185.2410371,2716.33342547
55.25,942.106043508,16930.8715168,1738.77495686,14185.2303085,2716.3335992
55.5,945.780998086,16924.2091149,1738.84040444,14185.2194172,2716.33377634
55.75,949.451156927,16917.5211816,1738.90652404,14185.2083615,2716.33395692
56.0,953.116526291,16910.8078489,1738.97331885,14185.19714,2716.33414101
56.25,956.777112428,16904.0692489,1739.040792,14185.1857508,2716.33432866
56.5,960.43292158,16897.3055135,1739.10894665,14185.1741925,2716.33451997
56.75,964.08395998,16890.5167743,1739.17778594,14185.1624633,2716.33471499
57.0,967.730233855,16883.7031627,1739.24731297,14185.1505617,2716.33491379
57.25,971.371749423,16876.86481,1739.31753086,14185.1384858,2716.33511641
57.5,975.008512892,16870.0018472,1739.3884427,14185.1262342,2716.3353229
57.75,978.640530466,16863.1144051,1739.46005156,14185.1138051,2716.33553334
58.0,982.267808337,16856.2026143,1739.53236052,14185.1011969,2716.33574777
58.25,985.89035269,16849.2666049,1739.60537261,14185.0884078,2716.33596625
58.5,989.508169704,16842.3065069,1739.67909088,14185.0754362,2716.33618884
58.75,993.121265548,16835.3224499,1739.75351834,14185.0622804,2716.33641561
59.0,996.729646383,16828.3145634,1739.82865802,14185.0489387,2716.3366466
59.25,1000.33331836,16821.2829833,1739.90451288,14185.0354094,2716.33688189
59.5,1003.93228763,16814.2278435,1739.98108592,14185.0216908,2716.33712153
59.75,1007.52656033,16807.1492744,1740.05838086,14185.0077808,2716.33736558
60.0,1011.11614259,16800.0474066,1740.13640153,14184.9936777,2716.33761411
60.25,1014.70104052,16792.92237,1740.21515106,14184.9793797,2716.33786718
60.5,1018.28126025,16785.7742948,1740.29463257,14184.9648851,2716.33812486
60.75,1021.85680788,16778.6033105,1740.37484919,14184.950192,2716.3383872
61.0,1025.4276895,16771.409547,1740.45580403,14184.9352986,2716.33865428
61.25,1028.99391121,16764.1931334,1740.53750018,14184.9202032,2716.33892617
61.5,1032.55547909,16756.9541991,1740.61994076,14184.904904,2716.33920292
61.75,1036.11239921,16749.6928729,1740.70312886,14184.8893991,2716.3394846
62.0,1039.66467764,16742.4092836,1740.78706756,14184.8736867,2716.33977129
62.25,1043.21232044,16735.1035599,1740.87175997,14184.8577649,2716.34006305
62.5,1046.75533366,16727.7758299,1740.95720915,14184.8416321,2716.34035996
62.75,1050.29372334,16720.4262219,1741.04341819,14184.8252862,2716.34066208
63.0,1053.82749551,16713.0548636,1741.13039016,14184.8087254,2716.34096948
63.25,1057.35665621,16705.6618828,1741.21812813,14184.791948,2716.34128224
63.5,1060.88121145,16698.2474069,1741.30663515,14184.7749519,2716.34160043
63.75,1064.40116725,16690.811563,1741.39591428,14184.7577354,2716.34192413
64.0,1067.9165296,16683.3544782,1741.48596859,14184.7402966,2716.3422534
64.25,1071.42730451,16675.8762792,1741.57680111,14184.7226334,2716.34258832
64.5,1074.93349796,16668.3770924,1741.66841489,14184.7047442,2716.34292897
64.75,1078.43511594,16660.8570441,1741.76081297,14184.6866268,2716.34327543
65.0,1081.93216441,16653.3162605,1741.85399838,14184.6682795,2716.34362777
65.25,1085.42464934,16645.7548671,1741.94797416,14184.6497003,2716.34398607
65.5,1088.91257669,16638.1729897,1742.04274333,14184.6308873,2716.34435037
65.75,1092.39595242,16630.5707534,1742.13830892,14184.6118385,2716.3447207
66.0,1095.87478245,16622.9482835,1742.23467393,14184.592552,2716.34509714
66.25,1099.34907273,16615.3057047,1742.33184138,14184.5730257,2716.34547975
66.5,1102.81882918,16607.6431416,1742.42981429,14184.5532579,2716.3458686
66.75,1106.28405769,16599.9607186,1742.52859565,14184.5332464,2716.34626378
67.0,1109.74476413,16592.2585598,1742.62818841,14184.5129893,2716.34666535
67.25,1113.2009544,16584.5367892,1742.72859488,14184.4924846,2716.34707339
67.5,1116.6526344,16576.7955272,1742.82981775,14184.4717303,2716.34748797
67.75,1120.09981001,16569.0348902,1742.93185988,14184.4507245,2716.34790917
68.0,1123.54248711,16561.2549998,1743.03472413,14184.4294652,2716.34833706
68.25,1126.98067157,16553.4559774,1743.13841334,14184.4079511,2716.34877171
68.5,1130.41436925,16545.6379441,1743.24293036,14184.3861804,2716.34921321
68.75,1133.84358601,16537.8010205,1743.34827799,14184.364151,2716.34966163
69.0,1137.26832769,16529.9453272,1743.45445907,14184.341861,2716.35011705
69.25,1140.68860013,16522.0709841,1743.56147638,14184.3193085,2716.35057954
69.5,1144.10440917,16514.1781109,1743.66933272,14184.2964914,2716.35104918
69.75,1147.51576063,16506.2668271,1743.77803087,14184.273408,2716.35152605
70.0,1150.92266032,16498.3372516,1743.8875736,14184.2500561,2716.35201023
70.25,1154.32511405,16490.3895032,1743.99796367,14184.2264339,2716.3525018
70.5,1157.72312763,16482.4237002,1744.10920382,14184.2025394,2716.35300083
70.75,1161.11670686,16474.4399605,1744.2212968,14184.1783706,2716.35350741
71.0,1164.5058575,16466.4384018,1744.33424531,14184.1539255,2716.35402161
71.25,1167.89058536,16458.4191414,1744.44805208,14184.1292021,2716.35454352
71.5,1171.27089619,16450.3822962,1744.56271981,14184.1041986,2716.35507321
71.75,1174.64679576,16442.3279828,1744.67825118,14184.0789129,2716.35561078
72.0,1178.01828983,16434.2563176,1744.79464888,14184.053343,2716.35615629
72.25,1181.38538414,16426.1674163,1744.91191556,14184.027487,2716.35670983
72.5,1184.74808444,16418.0613945,1745.03005387,14184.0013428,2716.35727148
72.75,1188.10639646,16409.9383675,1745.14906647,14183.9749085,2716.35784133
73.0,1191.46032594,16401.79845,1745.26895597,14183.9481821,2716.35841946
73.25,1194.80987857,16393.6417567,1745.389725,14183.9211615,2716.35900595
73.5,1198.15506009,16385.4684017,1745.51137615,14183.8938449,2716.35960089
73.75,1201.49587619,16377.2784988,1745.63391201,14183.8662302,2716.36020436
74.0,1204.83233258,16369.0721615,1745.75733518,14183.8383153,2716.36081644
74.25,1208.16443493,16360.849503,1745.8816482,14183.8100984,2716.36143722
74.5,1211.49218894,16352.6106361,1746.00685388,14183.7815774,2716.36206678
74.75,1214.81560027,16344.3556732,1746.13295555,14183.7527502,2716.36270528
75.0,1218.1346746,16336.0847265,1746.25995594,14183.723615,2716.36335286
75.25,1221.44941758,16327.7979079,1746.38785768,14183.6941696,2716.36400961
75.5,1224.75983487,16319.4953287,1746.51666342,14183.6644121,2716.36467563
75.75,1228.06593212,16311.1770997,1746.64637582,14183.6343404,2716.36535103
76.0,1231.36771495,16302.8433276,1746.7769975,14183.6039526,2716.3660359
76.25,1234.66518901,16294.4941214,1746.90853109,14183.5732466,2716.36673035
76.5,1237.95835991,16286.1295905,1747.04097922,14183.5422198,2716.36743447
76.75,1241.24723328,16277.7498441,1747.1743445,14183.5108693,2716.36814838
77.0,1244.53181472,16269.3549907,1747.30862955,14183.4791931,2716.36887216
77.25,1247.81210983,16260.9451389,1747.44383698,14183.4471891,2716.36960594
77.5,1251.08812421,16252.5203965,1747.57996939,14183.4148549,2716.37034981
77.75,1254.35986345,16244.0808712,1747.71702937,14183.3821886,2716.37110389
78.0,1257.62733312,16235.6266703,1747.85501952,14183.3491878,2716.37186827
78.25,1260.8905388,16227.1579007,1747.99394242,14183.3158503,2716.37264307
78.5,1264.14948605,16218.6746689,1748.13380066,14183.282174,2716.3734284
78.75,1267.40418044,16210.1770813,1748.2745968,14183.2481566,2716.37422437
79.0,1270.6546275,16201.6652436,1748.41633342,14183.213796,2716.37503109
79.25,1273.9008328,16193.1392614,1748.55901309,14183.1790898,2716.37584866
79.5,1277.14280187,16184.5992398,1748.70263836,14183.1440359,2716.37667722
79.75,1280.38054022,16176.0452838,1748.8472118,14183.108632,2716.37751686
80.0,1283.6140534,16167.4774978,1748.99273594,14183.0728758,2716.37836771
80.25,1286.84334691,16158.895986,1749.13921335,14183.0367651,2716.37922988
80.5,1290.06842626,16150.3008524,1749.28664655,14183.0002976,2716.38010349
80.75,1293.28929696,16141.6922003,1749.43503809,14182.9634711,2716.38098865
81.0,1296.50596449,16133.070133,1749.5843905,14182.9262831,2716.3818855
81.25,1299.71843435,16124.4347534,1749.7347063,14182.8887316,2716.38279413
81.5,1302.92671201,16115.786164,1749.88598802,14182.850814,2716.38371469
81.75,1306.13080295,16107.1244672,1750.03823818,14182.8125282,2716.38464729
82.0,1309.33071264,16098.4497648,1750.19145886,14182.7738718,2716.38559204
82.25,1312.52644653,16089.7621586,1750.34565214,14182.7348424,2716.38654909
82.5,1315.71801007,16081.0617497,1750.50082042,14182.6954378,2716.38751855
82.75,1318.90540872,16072.3486394,1750.65696609,14182.6556555,2716.38850055
83.0,1322.0886479,16063.6229284,1750.81409153,14182.6154933,2716.38949522
83.25,1325.26773306,16054.8847171,1750.97219913,14182.5749487,2716.39050269
83.5,1328.44266961,16046.1341058,1751.13129124,14182.5340194,2716.39152308
83.75,1331.61346297,16037.3711943,1751.29137021,14182.4927029,2716.39255652
84.0,1334.78011855,16028.5960823,1751.4524384,14182.450997,2716.39360303
84.25,1337.94264175,16019.8088587,1751.61449814,14182.4088992,2716.39466265
84.5,1341.10103798,16011.0096134,1751.77755174,14182.366407,2716.39573552
84.75,1344.25531261,16002.1984428,1751.94160153,14182.3235183,2716.39682173
85.0,1347.40547104,15993.375443,1752.10664981,14182.2802319,2716.39792141
85.25,1350.55151863,15984.5407097,1752.27269887,14182.2365458,2716.39903467
85.5,1353.69346076,15975.6943381,1752.439751,14182.1924579,2716.40016163
85.75,1356.83130279,15966.836423,1752.60780847,14182.1479658,2716.4013024
86.0,1359.96505008,15957.967059,1752.77687354,14182.1030673,2716.4024571
86.25,1363.09470796,15949.0863401,1752.94694847,14182.0577603,2716.40362585
86.5,1366.22028178,15940.1943599,1753.11803549,14182.0120423,2716.40480876
86.75,1369.34177689,15931.2912117,1753.29013684,14181.9659113,2716.40600596
87.0,1372.45919859,15922.3769884,1753.46325474,14181.9193649,2716.40721755
87.25,1375.57255222,15913.4517825,1753.6373914,14181.8724009,2716.40844366
87.5,1378.68184309,15904.515686,1753.81254902,14181.825017,2716.40968441
87.75,1381.78707651,15895.5687907,1753.98872979,14181.7772111,2716.41093991
88.0,1384.88825777,15886.6111878,1754.16593588,14181.7289808,2716.41221027
88.25,1387.98539217,15877.6429682,1754.34416946,14181.680324,2716.41349563
88.5,1391.078485,15868.6642225,1754.52343269,14181.6312384,2716.4147961
88.75,1394.16754153,15859.6750408,1754.70372771,14181.5817218,2716.41611179
89.0,1397.25256701,15850.6755129,1754.88505666,14181.5317719,2716.41744283
89.25,1400.33356659,15841.665728,1755.06742171,14181.4813865,2716.41878933
89.5,1403.4105455,15832.6457752,1755.25082559,14181.4305633,2716.42015142
89.75,1406.483509,15823.615743,1755.43527063,14181.3793002,2716.42152921
90.0,1409.55246232,15814.5757197,1755.62075902,14181.327595,2716.42292282
90.25,1412.61741069,15805.5257931,1755.80729296,14181.2754453,2716.42433237
90.5,1415.67835935,15796.4660507,1755.99487463,14181.222849,2716.42575799
90.75,1418.73531351,15787.3965794,1756.1835062,14181.1698038,2716.42719979
91.0,1421.78827838,15778.3174661,1756.37318985,14181.1163076,2716.42865789
91.25,1424.83725917,15769.228797,1756.56392773,14181.0623582,2716.43013242
91.5,1427.88226107,15760.1306581,1756.75572202,14181.0079532,2716.43162348
91.75,1430.92328929,15751.0231349,1756.94857486,14180.9530906,2716.43313121
92.0,1433.96034899,15741.9063126,1757.14248841,14180.897768,2716.43465572
92.25,1436.99344537,15732.7802762,1757.3374648,14180.8419834,2716.43619714
92.5,1440.02258359,15723.6451102,1757.53350617,14180.7857346,2716.43775558
92.75,1443.04776883,15714.5008991,1757.73061466,14180.7290192,2716.43933116
93.0,1446.06900622,15705.3477269,1757.9287924,14180.6718352,2716.44092402
93.25,1449.08630094,15696.1856768,1758.12804151,14180.6141797,2716.44253446
93.5,1452.09965812,15687.0148322,1758.3283641,14180.556049,2716.4441627
93.75,1455.1090829,15677.8352757,1758.52976228,14180.4974406,2716.44580888
94.0,1458.11458042,15668.6470897,1758.73223818,14180.4383521,2716.44747314
94.25,1461.11615579,15659.4503564,1758.93579388,14180.3787811,2716.44915564
94.5,1464.11381413,15650.2451574,1759.14043149,14180.3187252,2716.45085653
94.75,1467.10756057,15641.0315742,1759.3461531,14180.2581818,2716.45257596
95.0,1470.0974002,15631.8096877,1759.5529608,14180.1971486,2716.45431409
95.25,1473.08333811,15622.5795787,1759.76085667,14180.135623,2716.45607106
95.5,1476.06537941,15613.3413276,1759.96984279,14180.0736027,2716.45784704
95.75,1479.04352918,15604.0950144,1760.17992124,14180.0110851,2716.45964218
96.0,1482.01779249,15594.8407189,1760.39109409,14179.9480678,2716.46145664
96.25,1484.98817442,15585.5785204,1760.60336339,14179.8845483,2716.46329059
96.5,1487.95468004,15576.308498,1760.81673123,14179.820524,2716.46514418
96.75,1490.91731439,15567.0307304,1761.03119949,14179.7559925,2716.46701757
97.0,1493.87608254,15557.7452962,1761.24676977,14179.6909513,2716.46891093
97.25,1496.83098953,15548.4522733,1761.46344404,14179.6253978,2716.47082443
97.5,1499.7820404,15539.1517397,1761.68122424,14179.5593296,2716.47275822
97.75,1502.72924018,15529.8437729,1761.90011235,14179.492744,2716.47471248
98.0,1505.6725939,15520.52845,1762.1201103,14179.4256385,2716.47668738
98.25,1508.61210658,15511.2058479,1762.34122004,14179.3580107,2716.47868309
98.5,1511.54778322,15501.8760432,1762.5634435,14179.2898578,2716.48069978
98.75,1514.47962885,15492.5391124,1762.7867826,14179.2211774,2716.48273762
99.0,1517.40764845,15483.1951312,1763.01123926,14179.1519669,2716.48479679
99.25,1520.33184702,15473.8441756,1763.23681539,14179.0822236,2716.48687747
99.5,1523.25222956,15464.4863209,1763.46351287,14179.0119451,2716.48897983
99.75,1526.16880103,15455.1216424,1763.69133361,14178.9411286,2716.49110404
100.0,1529.08156642,15445.7502148,1763.92027948,14178.8697715,2716.4932503
100.25,1531.99053068,15436.3721128,1764.15035236,14178.7978713,2716.49541879
100.5,1534.8956988,15426.9874108,1764.38155411,14178.7254253,2716.49760968
100.75,1537.79707571,15417.5961821,1764.61388659,14178.6524309,2716.49982316
101.0,1540.69466637,15408.1984923,1764.84735164,14178.5788853,2716.50205943
101.25,1543.58847572,15398.7944115,1765.0819511,14178.5047861,2716.50431866
101.5,1546.47850869,15389.3840116,1765.31768681,14178.4301304,2716.50660104
101.75,1549.36477023,15379.967364,1765.55456058,14178.3549169,2716.50890678
102.0,1552.24726524,15370.5445398,1765.79257423,14178.2791442,2716.51123606
102.25,1555.12599865,15361.1156099,1766.03172956,14178.2028097,2716.51358904
102.5,1558.00097536,15351.6806448,1766.27202836,14178.125911,2716.51596563
102.75,1560.87220029,15342.2397145,1766.51347243,14178.0484456,2716.51836593
103.0,1563.73967832,15332.7928889,1766.75606354,14177.9704112,2716.52079011
103.25,1566.60341436,15323.3402374,1766.99980346,14177.8918053,2716.52323832
103.5,1569.46341329,15313.8818292,1767.24469395,14177.8126254,2716.52571073
103.75,1572.31967998,15304.4177331,1767.49073677,14177.7328692,2716.52820749
104.0,1575.17221931,15294.9480175,1767.73793364,14177.6525343,2716.53072877
104.25,1578.02103615,15285.4727505,1767.9862866,14177.5716181,2716.53327472
104.5,1580.86613535,15275.9920001,1768.23579762,14177.4901183,2716.5358455
104.75,1583.70752177,15266.5058335,1768.48646848,14177.4080325,2716.53844127
105.0,1586.54520026,15257.0143181,1768.73830095,14177.3253582,2716.5410622
105.25,1589.37917567,15247.5175206,1768.99129681,14177.2420931,2716.54370844
105.5,1592.20945281,15238.0155075,1769.24545781,14177.1582347,2716.54638015
105.75,1595.03603654,15228.508345,1769.50078571,14177.0737807,2716.5490775
106.0,1597.85893166,15218.9960989,1769.75728227,14176.9887287,2716.55180062
106.25,1600.67814299,15209.4788348,1770.01494923,14176.9030763,2716.5545497
106.5,1603.49367535,15199.9566179,1770.27378832,14176.816821,2716.55732488
106.75,1606.30553355,15190.4295131,1770.5338013,14176.7299606,2716.56012633
107.0,1609.11372237,15180.8975849,1770.79498988,14176.6424926,2716.56295419
107.25,1611.91824661,15171.3608977,1771.0573558,14176.5544147,2716.56580863
107.5,1614.71911106,15161.8195153,1771.32090077,14176.4657244,2716.56868981
107.75,1617.5163205,15152.2735013,1771.58562651,14176.3764196,2716.57159788
108.0,1620.3098797,15142.7229191,1771.85153472,14176.2864977,2716.574533
108.25,1623.09979343,15133.1678318,1772.11862712,14176.1959565,2716.57749532
108.5,1625.88606645,15123.6083018,1772.38690539,14176.1047935,2716.580485
108.75,1628.66870351,15114.0443918,1772.65637125,14176.0130066,2716.5835022
109.0,1631.44770938,15104.4761636,1772.92702637,14175.9205932,2716.58654707
109.25,1634.22308878,15094.9036791,1773.19887244,14175.8275512,2716.58961976
109.5,1636.99484646,15085.3269997,1773.47191115,14175.7338782,2716.59272043
109.75,1639.76298715,15075.7461867,1773.74614416,14175.6395718,2716.59584923
110.0,1642.52751557,15066.1613007,1774.02157315,14175.5446296,2716.59900632
110.25,1645.28843645,15056.5724024,1774.29819978,14175.4490474,2716.60219185
110.5,1648.0457545,15046.9795521,1774.57602572,14175.3528222,2716.60540596
110.75,1650.79947442,15037.3828095,1774.85505262,14175.2559516,2716.60864882
111.0,1653.54960092,15027.7822345,1775.13528214,14175.1584329,2716.61192057
111.25,1656.29613868,15018.1778863,1775.41671591,14175.0602636,2716.61522136
111.5,1659.03909229,15008.569824,1775.6993556,14174.9614411,2716.61855141
111.75,1661.77846637,14998.9581064,1775.98320283,14174.8619628,2716.62191126
112.0,1664.51426559,14989.3427919,1776.26825923,14174.7618261,2716.62530115
112.25,1667.24649462,14979.7239386,1776.55452645,14174.6610285,2716.62872128
112.5,1669.97515812,14970.1016046,1776.8420061,14174.5595673,2716.63217184
112.75,1672.70026074,14960.4758472,1777.13069981,14174.4574398,2716.63565304
113.0,1675.42180713,14950.8467239,1777.4206092,14174.3546436,2716.63916509
113.25,1678.13980192,14941.2142917,1777.71173587,14174.2511759,2716.64270819
113.5,1680.85424975,14931.5786073,1778.00408144,14174.1470342,2716.64628254
113.75,1683.56515525,14921.9397271,1778.29764751,14174.0422157,2716.64988836
114.0,1686.27252304,14912.2977073,1778.59243569,14173.936718,2716.65352586
114.25,1688.97635774,14902.6526037,1778.88844756,14173.8305382,2716.65719525
114.5,1691.67666396,14893.0044721,1779.18568474,14173.7236737,2716.66089674
114.75,1694.3734463,14883.3533676,1779.48414879,14173.6161219,2716.66463054
115.0,1697.06670936,14873.6993454,1779.78384132,14173.5078801,2716.66839689
115.25,1699.75645774,14864.0424602,1780.08476389,14173.3989457,2716.67219599
115.5,1702.44269601,14854.3827666,1780.38691774,14173.2893158,2716.67602806
115.75,1705.12542877,14844.7203186,1780.69030398,14173.1789879,2716.67989334
116.0,1707.80466058,14835.0551704,1780.99492413,14173.0679593,2716.68379204
116.25,1710.48039601,14825.3873755,1781.30077968,14172.9562271,2716.68772439
116.5,1713.15263964,14815.7169876,1781.60787211,14172.8437888,2716.69169062
116.75,1715.821396,14806.044061,1781.91620291,14172.7306415,2716.69569096
117.0,1718.48666966,14796.3686486,1782.22577354,14172.6167825,2716.69972564
117.25,1721.14846516,14786.6908031,1782.53658549,14172.5022092,2716.70379489
117.5,1723.80678704,14777.0105771,1782.8486402,14172.3869186,2716.70789896
117.75,1726.46163984,14767.3280227,1783.16193913,14172.2709082,2716.71203808
118.0,1729.11302807,14757.643192,1783.47648373,14172.154175,2716.71621249
118.25,1731.76095626,14747.9561365,1783.79227545,14172.0367164,2716.72042243
118.5,1734.40542894,14738.2669078,1784.10931571,14171.9185303,2716.72466815
118.75,1737.0464506,14728.5755571,1784.42760594,14171.7996156,2716.7289499
119.0,1739.68402575,14718.8821353,1784.74714758,14171.6799697,2716.73326791
119.25,1742.31815889,14709.1866931,1785.06794202,14171.5595903,2716.73762245
119.5,1744.94885452,14699.4892811,1785.38999069,14171.4384747,2716.74201376
119.75,1747.57611711,14689.7899493,1785.71329498,14171.3166204,2716.7464421
120.0,1750.19995116,14680.0887479,1786.03785629,14171.1940249,2716.75090774
120.25,1752.82036113,14670.3857265,1786.363676,14171.0706857,2716.75541091
120.5,1755.4373515,14660.6809346,1786.69075551,14170.9466003,2716.7599519
120.75,1758.05092673,14650.9744216,1787.01909618,14170.8217661,2716.76453082
121.0,1760.66109127,14641.2662364,1787.34869938,14170.6961806,2716.76914747
121.25,1763.26784958,14631.5564279,1787.67956648,14170.5698414,2716.77380202
121.5,1765.87120611,14621.8450445,1788.01169883,14170.4427459,2716.77849468
121.75,1768.4711653,14612.1321348,1788.34509778,14170.3148917,2716.78322565
122.0,1771.06773157,14602.4177467,1788.67976468,14170.1862763,2716.78799514
122.25,1773.66090937,14592.7019281,1789.01570086,14170.0568971,2716.79280335
122.5,1776.25070311,14582.9847268,1789.35290765,14169.9267518,2716.79765049
122.75,1778.83711721,14573.2661901,1789.69138636,14169.7958378,2716.80253675
123.0,1781.42015609,14563.5463653,1790.03113833,14169.6641526,2716.80746233
123.25,1783.99982415,14553.8252994,1790.37216485,14169.5316939,2716.81242745
123.5,1786.57612579,14544.1030392,1790.71446724,14169.3984592,2716.8174323
123.75,1789.14906541,14534.3796312,1791.05804678,14169.264446,2716.82247708
124.0,1791.71864739,14524.6551218,1791.40290476,14169.1296519,2716.82756199
124.25,1794.28487613,14514.9295572,1791.74904247,14168.9940744,2716.83268723
